Ticker,Exch.,Name,ICB_Level 2,Mar.Cap (mn USD),Outs. Share,Listed Share,Freefloat (Share),% Freefloat,Total foreign-room (Share),Foreign-owned (Share),Remaining Room (share),% State-owned,% Foreign-owned,% Other-owned,% Remained room,Beta,BVPS (VND),Basic EPS (VND),Basic PE,PB,% ROE,% ROA,EBIT (USD mn),EBITDA (USD mn),,Revenue Plan 2020 (USD mn),"Profit Plan 2020
(USD mn)",Price (VND),T-1,% T-1,% T-3,% 1M,% YTD,% YoY,Matched Vol. ,Put-through Vol.,Matched Value (USD) ,Put-through Value (USD),Total Vol.,"Total Val.
(USD)",TURNOVER 20D,% turnover vs prev 20D,Avg.Vol 20D ,Buying Vol.,Selling Vol.,Net off Vol.,Buying Val.  (USD),Selling Val.  (USD),Net off Val. (USD)
VCX,UPCOM,Yen Binh Cement,Construction & Materials L2,6.171627967," 26,530,000 "," 26,530,000 "," 7,959,000 ",30.0%, -   ," (12,979,300)"," 12,979,300 ",0.00%,0.08%,99.92%,48.92%,1.04," 5,752.76 ", 379.49 , 12.39 , 0.82 ,6.70%,1.44%,2.08917446,3.698016111,,33.57170551,0.870202042," 5,400 "," 1,400 ",35.00%,14.89%,8.00%,170.00%,237.50%, 100 , -   , 23 , -   , 100 , 23 ," 1,559,000 ",0.00%, 488 , -   , -   , -   , -   , -   , -   
VDB,UPCOM,Dong Bac Transport and Processing of Coal,Basic Resources L2,1.757635808," 5,100,000 "," 5,100,000 "," 1,616,200 ",31.7%, -   , -   , -   ,51.00%,0.00%,49.00%,0.00%,0.00," 19,333.44 "," 8,853.50 ", 0.90 , 0.41 ,0.00%,0.00%,0,0,,190.4973226,0.973592384," 8,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VDM,UPCOM,Vietnam Textile Research Institute,Personal & Household Goods L2,3.123249903," 5,000,000 "," 5,000,000 "," 750,000 ",15.0%, -   ," (5,000,000)"," 5,000,000 ",0.00%,0.00%,100.00%,100.00%,0.00," 12,112.07 ", 307.90 , 47.09 , 1.20 ,0.00%,0.00%,0,0,,0,0," 14,500 ", -   ,0.00%,0.00%,0.00%,0.00%,0.00%, -   , -   , -   , -   , -   , -   ," 1,160,000 ",0.00%, 80 , -   , -   , -   , -   , -   , -   
VDN,UPCOM,Vinatex Da Nang,Personal & Household Goods L2,1.734086719," 2,981,730 "," 2,993,910 "," 447,260 ",15.0%, -   ," (1,467,015)"," 1,467,015 ",20.04%,0.00%,79.96%,49.20%,0.94," 25,294.59 "," 4,796.28 ", 3.23 , 0.61 ,0.00%,0.00%,0,0,,0,0," 13,500 "," (2,000)",-12.90%,-25.82%,-15.09%,-14.01%,-22.41%, 100 , -   , 58 , -   , 100 , 58 ," 795,000 ",0.00%, 51 , -   , -   , -   , -   , -   , -   
VDT,UPCOM,Binh Tay Steel Netting,Basic Resources L2,2.133678887," 1,965,440 "," 1,965,440 "," 589,632 ",30.0%, -   ," (963,065)"," 963,065 ",40.06%,0.00%,59.94%,49.00%,2.44," 13,720.41 "," 1,825.00 ", 13.81 , 1.84 ,0.00%,0.00%,0,0,,0,0," 25,200 ", -   ,0.00%,-10.00%,41.57%,2.44%,111.76%, -   , -   , -   , -   , -   , -   ," 2,761,000 ",0.00%, 115 , -   , -   , -   , -   , -   , -   
VEA,UPCOM,VEAM CORP,Industrial Goods & Services L2,2365.027011," 1,328,800,000 "," 1,328,800,000 "," 199,320,000 ",15.0%, -   ," (575,684,381)"," 575,684,381 ",88.47%,5.68%,5.85%,43.32%,1.89," 21,016.99 "," 5,474.96 ", 7.84 , 2.04 ,25.78%,23.68%,-21.66841477,-7.190243291,,0,0," 41,315 ", 700 ,1.67%,-4.47%,10.62%,-5.11%,-23.89%," 220,100 ", -   ," 391,745 ", -   ," 220,100 "," 391,745 "," 11,885,998,923 ",0.00%," 302,711 "," 14,800 "," (3,000)"," 11,800 "," 26,763 "," (5,376)"," 21,386 "
VEC,UPCOM,VIETTRONICS,Technology L2,14.1232499," 43,800,000 "," 43,800,000 "," 6,570,000 ",15.0%, -   ," (21,451,000)"," 21,451,000 ",87.97%,0.03%,12.00%,48.97%,1.15," 11,031.44 ", 592.48 , 12.41 , 0.67 ,4.08%,2.71%,0.702602179,0.778098348,,0,0," 7,485 ", 200 ,2.74%,-2.60%,-8.54%,-38.02%,11.94%," 1,300 ", -   , 419 , -   ," 1,300 ", 419 ," 20,159,000 ",0.00%," 2,558 ", -   , -   , -   , -   , -   , -   
VEF,UPCOM,Vietnam Exhibition Fair Centre,Media L2,789.2465843," 166,604,050 "," 166,604,050 "," 16,660,405 ",10.0%, -   ," (81,633,984)"," 81,633,984 ",10.00%,0.00%,90.00%,49.00%,3.27," 11,205.87 ", 239.45 , 497.23 , 10.63 ,2.15%,2.14%,-1.181544246,-1.177395041,,0,0," 109,966 ", 100 ,0.09%,9.81%,27.08%,3.76%,7.71%," 13,640 ", -   ," 64,631 ", -   ," 13,640 "," 64,631 "," 722,914,000 ",0.00%," 11,585 ", -   , -   , -   , -   , -   , -   
VES,UPCOM,ME CA VNECO,Industrial Goods & Services L2,0.232822126," 9,007,500 "," 9,007,500 "," 5,404,500 ",60.0%, -   ," (4,408,675)"," 4,408,675 ",0.00%,0.06%,99.94%,48.94%,0.00," 1,400.77 ", (3.78), (158.92), 0.43 ,0.00%,0.00%,0,0,,0.043768578,0.002584759, 600 , n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VET,UPCOM,NAVETCO,Chemicals L2,40.63052169," 15,985,700 "," 16,000,000 "," 1,598,570 ",10.0%, -   ," (7,831,500)"," 7,831,500 ",65.00%,0.05%,34.95%,48.99%,-1.07," 20,856.56 "," 5,144.79 ", 11.47 , 2.83 ,23.22%,8.33%,4.548906714,6.618661271,,0,0," 59,000 ", -   ,0.00%,1.90%,7.27%,-10.61%,-26.25%, -   , -   , -   , -   , -   , -   ," 3,939,000 ",0.00%, 71 , -   , -   , -   , -   , -   , -   
VFC,UPCOM,Vinafco,Industrial Goods & Services L2,17.47351674," 33,801,062 "," 34,000,000 "," 3,380,106 ",10.0%, -   ," (1,449,931)"," 1,449,931 ",0.00%,44.74%,55.26%,4.29%,-0.51," 14,559.76 ", 800.53 , 14.99 , 0.82 ,5.19%,2.97%,2.323728642,4.768681801,,0,0," 12,000 ", -   ,0.00%,0.00%,20.00%,0.84%,-50.82%, -   , -   , -   , -   , -   , -   ," 60,000 ",0.00%, 5 , -   , -   , -   , -   , -   , -   
VFR,UPCOM,Transport and Chartering Vietfracht,Industrial Goods & Services L2,2.520139577," 15,000,000 "," 15,000,000 "," 2,250,000 ",15.0%, -   ," (7,348,400)"," 7,348,400 ",7.90%,0.01%,92.09%,48.99%,0.51," 11,837.74 "," (2,534.93)", (1.54), 0.33 ,-19.14%,-10.24%,-1.12467261,0.051180016,,0,0," 3,900 ", -   ,0.00%,0.00%,0.00%,-4.88%,-2.50%, -   , -   , -   , -   , -   , -   ," 154,500 ",0.00%, 43 , -   , -   , -   , -   , -   , -   
VGG,UPCOM,Viet Tien Garment,Personal & Household Goods L2,71.71355706," 44,100,000 "," 44,100,000 "," 13,230,000 ",30.0%, -   ," (12,525,424)"," 12,525,424 ",30.40%,20.60%,49.00%,28.40%,0.97," 42,252.60 "," 6,708.77 ", 5.97 , 0.95 ,15.77%,5.94%,11.7973969,16.6992963,,271.3996467,5.169517081," 37,748 "," (1,000)",-2.54%,-7.02%,-5.19%,-26.01%,-37.76%," 32,690 ", -   ," 53,159 ", -   ," 32,690 "," 53,159 "," 503,406,000 ",0.00%," 18,142 ", -   , -   , -   , -   , -   , -   
VGI,UPCOM,Viettel Global Investment,Telecommunications L2,3666.52517," 3,043,811,200 "," 3,043,811,200 "," 40,161,476 ",1.3%, -   ," (1,549,622,890)"," 1,549,622,890 ",99.03%,0.09%,0.88%,50.91%,2.46," 9,876.41 ", 691.39 , 42.37 , 2.97 ,7.96%,3.46%,86.53296195,231.4218444,,0,0," 27,962 ", 400 ,1.42%,-7.47%,1.79%,15.38%,4.78%," 927,199 ", -   ," 1,116,909 ", -   ," 927,199 "," 1,116,909 "," 30,491,510,093 ",0.00%," 1,030,667 "," 48,200 "," (7,500)"," 40,700 "," 58,113 "," (8,855)"," 49,259 "
VGL,UPCOM,Vingal Industries,Basic Resources L2,10.52509633," 9,325,155 "," 9,325,155 "," 3,621,010 ",38.8%, -   ," (4,569,325)"," 4,569,325 ",51.00%,0.00%,49.00%,49.00%,0.00," 12,477.82 "," 1,632.07 ", 16.05 , 2.10 ,0.00%,0.00%,0,0,,13.13918925,0.557205014," 26,200 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VGR,UPCOM,VIP Green Port,Industrial Goods & Services L2,54.74055486," 63,250,000 "," 63,250,000 "," 2,452,153 ",3.9%, -   ," (17,238,870)"," 17,238,870 ",0.00%,21.74%,78.26%,27.26%,0.87," 15,946.24 "," 2,422.49 ", 8.24 , 1.25 ,16.24%,13.29%,7.327631828,15.23496414,,0,0," 20,090 "," (1,000)",-5.26%,-9.09%,5.26%,7.14%,1.69%," 21,100 ", -   ," 18,261 ", -   ," 21,100 "," 18,261 "," 26,679,000 ",0.00%," 1,360 ", -   , -   , -   , -   , -   , -   
VGT,UPCOM,VINATEX,Personal & Household Goods L2,174.3850429," 500,000,000 "," 500,000,000 "," 100,000,000 ",20.0%, -   ," (179,800,530)"," 179,800,530 ",53.49%,13.04%,33.47%,35.96%,1.61," 12,609.31 ", 794.51 , 10.70 , 0.67 ,5.06%,1.97%,9.377501239,35.71444504,,0,0," 8,096 ", (100),-1.20%,-4.65%,-6.82%,-7.87%,-25.45%," 337,040 ", -   ," 117,550 ", -   ," 337,040 "," 117,550 "," 1,452,710,476 ",0.00%," 172,675 ", -   , -   , -   , -   , -   , -   
VGV,UPCOM,Vietnam National Construction Consultants,Real Estate L2,16.0278404," 35,774,448 "," 35,774,448 "," 5,366,167 ",15.0%, -   ," (17,529,479)"," 17,529,479 ",87.32%,0.00%,12.68%,49.00%,-1.15," 11,432.26 ", 773.53 , 13.44 , 0.91 ,5.82%,2.35%,1.079568192,1.671383101,,0,0," 10,400 ", -   ,0.00%,-0.95%,2.97%,0.00%,4.00%, -   , -   , -   , -   , -   , -   ," 3,786,000 ",0.00%, 425 , -   , -   , -   , -   , -   , -   
VHD,UPCOM,VINAHUD,Real Estate L2,1.236376169," 7,000,000 "," 7,000,000 "," 2,100,000 ",30.0%, -   ," (3,424,400)"," 3,424,400 ",70.00%,0.08%,29.92%,48.92%,1.44," 10,215.86 ", 10.11 , 405.59 , 0.40 ,0.00%,0.00%,0,0,,1.184896394,0.006892689," 4,100 ", -   ,0.00%,2.50%,-12.77%,-40.58%,-37.88%, 300 , -   , 53 , -   , 300 , 53 ," 31,261,000 ",0.00%," 7,735 ", -   , -   , -   , -   , -   , -   
VHF,UPCOM,Vinh Ha Food Processing,Food & Beverage L2,12.41114893," 21,500,000 "," 21,500,000 "," 2,150,000 ",10.0%, -   ," (10,535,000)"," 10,535,000 ",51.00%,0.00%,49.00%,49.00%,1.87," 10,593.56 ", 164.50 , 81.46 , 1.26 ,1.56%,0.93%,-0.319706431,-0.220667503,,0,0," 13,400 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VHG,UPCOM,Quang Nam Rubber Investment,Industrial Goods & Services L2,7.754275621," 150,000,000 "," 150,000,000 "," 142,500,000 ",95.0%, -   ," (72,565,005)"," 72,565,005 ",0.00%,0.62%,99.38%,48.38%,0.93," 1,610.80 ", (71.06), (17.83), 0.79 ,0.00%,0.00%,0,0,,0,0," 1,200 ", -   ,0.00%,9.09%,71.43%,100.00%,-14.29%," 301,320 ", -   ," 15,581 ", -   ," 301,320 "," 15,581 "," 217,159,000 ",0.00%," 386,575 ", -   , -   , -   , -   , -   , -   
VHH,UPCOM,Thanh Dat House Trading,Construction & Materials L2,1.615474088," 7,500,000 "," 7,500,000 "," 1,875,000 ",25.0%, -   ," (3,675,000)"," 3,675,000 ",35.98%,0.00%,64.02%,49.00%,-0.07," 4,468.49 ", (140.27), (35.65), 1.12 ,0.00%,0.00%,0,0,,0,0," 5,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VHI,UPCOM,Viet Ha Investment and Trading,Food & Beverage L2,30.80902942," 76,900,000 "," 76,900,000 "," 218,180 ",0.3%, -   ," (37,681,000)"," 37,681,000 ",51.04%,0.00%,48.96%,49.00%,0.00," 9,412.94 ", 120.33 , 77.29 , 0.99 ,0.00%,0.00%,0,0,,14.11223741,0.507357739," 9,300 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VIB,UPCOM,VIBBank,Banks L2,680.4349065," 924,491,395 "," 924,491,395 "," 647,143,977 ",70.0%, -   , 10 , (10),0.00%,20.50%,79.50%,0.00%,1.97," 15,451.53 "," 3,792.88 ", 4.65 , 1.14 ,26.84%,1.94%,0,0,,0,0," 17,085 ", 300 ,1.76%,-3.89%,12.34%,0.00%,28.44%," 1,384,928 ", -   ," 1,019,334 ", -   ," 1,384,928 "," 1,019,334 "," 22,247,305,258 ",0.00%," 1,330,048 ", 30 , -   , 30 , 22 , -   , 22 
VIH,UPCOM,Viglacera Ha Noi,Construction & Materials L2,3.618661957," 5,600,000 "," 5,600,000 "," 1,960,000 ",35.0%, -   ," (2,633,400)"," 2,633,400 ",25.50%,1.98%,72.53%,47.03%,-0.27," 13,342.29 "," 2,692.95 ", 5.57 , 1.12 ,0.00%,0.00%,0,0,,25.63218886,0.792659286," 15,000 ", -   ,0.00%,0.00%,0.00%,35.14%,68.54%, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VIM,UPCOM,Viglacera Mineral,Basic Resources L2,0.89028777," 1,250,000 "," 1,250,000 "," 625,000 ",50.0%, -   ," (607,400)"," 607,400 ",51.00%,0.41%,48.59%,48.59%,1.23," 18,398.15 "," 6,307.37 ", 2.75 , 0.94 ,0.00%,0.00%,0,0,,4.307930901,0.172317236," 16,533 ", (900),-5.17%,-1.79%,-3.51%,-20.67%,-13.16%," 7,600 ", -   ," 5,413 ", -   ," 7,600 "," 5,413 "," 38,017,500 ",0.00%," 2,219 ", -   , -   , -   , -   , -   , -   
VIN,UPCOM,VINATRANS,Industrial Goods & Services L2,14.39064317," 25,500,000 "," 25,500,000 "," 1,142,600 ",4.5%, -   ," (12,466,800)"," 12,466,800 ",95.37%,0.11%,4.52%,48.89%,1.74," 17,145.87 "," 1,032.60 ", 12.69 , 0.76 ,6.23%,5.14%,0.097510872,0.222832479,,0,0," 13,100 ", -   ,0.00%,-1.50%,-5.07%,20.18%,-13.25%, -   , -   , -   , -   , -   , -   ," 15,140,500 ",0.00%," 1,285 ", -   , -   , -   , -   , -   , -   
VIR,UPCOM,VungTau Intourco Resort,Travel & Leisure L2,3.904708568," 8,240,000 "," 8,240,000 "," 1,236,000 ",15.0%, -   ," (4,036,600)"," 4,036,600 ",85.84%,0.01%,14.14%,48.99%,0.02," 11,912.80 "," 1,142.55 ", 9.63 , 0.92 ,0.00%,0.00%,0,0,,0,0," 11,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VIW,UPCOM,Viwaseen,Utilities L2,38.74071856," 58,018,600 "," 58,018,600 "," 1,069,100 ",1.8%, -   ," (28,428,814)"," 28,428,814 ",98.16%,0.00%,1.84%,49.00%,0.02," 10,613.72 ", (82.87), (187.04), 1.46 ,-0.63%,-0.19%,3.893680976,5.1510602,,58.8032568,0.846766898," 15,500 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VKD,UPCOM,Khanh Hoa Mineral Water,Food & Beverage L2,8.891560488," 11,999,988 "," 11,999,988 "," 1,799,998 ",15.0%, -   ," (5,873,587)"," 5,873,587 ",4.01%,0.05%,95.94%,48.95%,-0.23," 14,262.96 "," 1,350.96 ", 12.73 , 1.21 ,0.00%,0.00%,0,0,,0,0," 17,200 ", -   ,0.00%,0.00%,32.31%,-8.99%,17.01%, -   , -   , -   , -   , -   , -   ," 1,572,000 ",0.00%, 106 , -   , -   , -   , -   , -   , -   
VKP,UPCOM,Viky Plastic,Chemicals L2,0.172317236," 8,000,000 "," 8,000,000 "," 7,200,000 ",90.0%, -   ," (3,912,870)"," 3,912,870 ",4.89%,0.09%,95.02%,48.91%,0.00, -   ," (5,983.85)", (0.08), -   ,0.00%,0.00%,0,0,,0,0, 500 , n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VLB,UPCOM,Bien Hoa Building Materials,Construction & Materials L2,66.56702624," 46,824,860 "," 47,000,000 "," 16,388,701 ",35.0%, -   ," (23,030,000)"," 23,030,000 ",49.00%,0.00%,51.00%,49.18%,0.32," 14,269.10 "," 2,751.43 ", 13.08 , 2.52 ,20.43%,16.41%,6.365218114,7.922425922,,0,0," 33,000 "," (3,000)",-8.33%,-8.33%,0.00%,3.45%,0.30%, 300 , -   , 426 , -   , 300 , 426 ," 20,372,000 ",0.00%, 585 , -   , -   , -   , -   , -   , -   
VLC,UPCOM,Vietnam LiveStock,Food & Beverage L2,69.14932314," 63,101,000 "," 63,101,000 "," 6,310,100 ",10.0%, -   ," (30,233,190)"," 30,233,190 ",0.00%,1.09%,98.91%,47.91%,0.92," 15,933.92 "," 1,607.31 ", 17.07 , 1.72 ,7.42%,6.15%,5.431657645,8.185068841,,125.3177099,6.892689441," 25,438 ", 200 ,0.76%,-4.00%,24.53%,48.31%,35.38%," 43,200 ", -   ," 47,342 ", -   ," 43,200 "," 47,342 "," 1,616,326,500 ",0.00%," 94,299 ", -   , -   , -   , -   , -   , -   
VLF,UPCOM,VinhLong Food,Food & Beverage L2,0.466796351," 11,959,982 "," 11,959,982 "," 4,783,992 ",40.0%, -   ," (5,803,797)"," 5,803,797 ",40.00%,0.47%,59.53%,48.53%,0.37, -   ," (1,139.12)", (0.79), -   ,0.00%,0.00%,0,0,,0,0, 906 , -   ,0.00%,0.00%,0.00%,28.57%,50.00%," 155,900 ", -   ," 6,088 ", -   ," 155,900 "," 6,088 "," 3,245,000 ",0.00%," 3,110 ", -   , -   , -   , -   , -   , -   
VLG,UPCOM,Vinalines Logistics Viet Nam,Industrial Goods & Services L2,2.806435963," 14,162,130 "," 14,212,130 "," 6,372,959 ",45.0%, -   ," (6,927,043)"," 6,927,043 ",56.72%,0.26%,43.02%,48.91%,0.41," 11,454.30 ", (46.54), (97.93), 0.40 ,-0.40%,-0.24%,0.097434826,0.448261821,,0,0," 4,600 ", -   ,0.00%,0.00%,-4.17%,-6.12%,-9.80%, -   , -   , -   , -   , -   , -   ," 1,100,500 ",0.00%, 270 , -   , -   , -   , -   , -   , -   
VLP,UPCOM,Vinh Long Public Works,Industrial Goods & Services L2,0.335143601," 3,536,222 "," 3,536,222 "," 884,056 ",25.0%, -   ," (1,732,748)"," 1,732,748 ",81.24%,0.00%,18.76%,49.00%,0.00," 13,830.67 "," 2,831.02 ", 0.78 , 0.16 ,0.00%,0.00%,0,0,,0,0," 2,200 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VLW,UPCOM,Vinh Long Warter Supply,Utilities L2,19.29737647," 28,900,000 "," 28,900,000 "," 4,335,000 ",15.0%, -   ," (14,161,000)"," 14,161,000 ",51.00%,0.00%,49.00%,49.00%,0.45," 12,487.20 "," 1,945.16 ", 7.97 , 1.24 ,16.43%,11.78%,2.063615291,3.123025081,,7.567009865,2.343583337," 15,500 ", -   ,0.00%,0.00%,14.81%,68.48%,16.54%, -   , -   , -   , -   , -   , -   ," 2,480,000 ",0.00%, 160 , -   , -   , -   , -   , -   , -   
VMA,UPCOM,Vinacomin Motor Industry,Automobiles & Parts L2,0.930513075," 2,700,000 "," 2,700,000 "," 405,000 ",15.0%, -   ," (306,700)"," 306,700 ",36.01%,37.64%,26.35%,11.36%,0.00," 14,543.23 "," 1,602.70 ", 4.99 , 0.55 ,0.00%,0.00%,0,0,,12.92896222,0.228320338," 8,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VMG,UPCOM,Vung Tau Petroleum,Utilities L2,1.240684099," 9,600,000 "," 9,600,000 "," 5,760,000 ",60.0%, -   ," (4,637,900)"," 4,637,900 ",0.00%,0.69%,99.31%,48.31%,1.39," 4,111.61 ", 69.27 , 43.31 , 0.73 ,0.00%,0.00%,0,0,,0,0," 3,000 ", -   ,0.00%,11.11%,0.00%,11.11%,36.36%, -   , -   , -   , -   , -   , -   ," 4,504,500 ",0.00%," 1,548 ", -   , -   , -   , -   , -   , -   
VNA,UPCOM,Vinaship,Industrial Goods & Services L2,2.26683324," 20,000,000 "," 20,000,000 "," 10,000,000 ",50.0%, -   ," (8,951,710)"," 8,951,710 ",51.00%,4.24%,44.76%,44.76%,1.97," 2,372.28 ", (961.58), (3.10), 1.26 ,-32.41%,-3.04%,-1.171159755,0.695398506,,0,0," 2,631 ", (200),-7.14%,0.00%,4.00%,-16.13%,-3.70%," 178,268 ", -   ," 20,202 ", -   ," 178,268 "," 20,202 "," 284,384,500 ",0.00%," 174,187 ", -   , -   , -   , -   , -   , -   
VNB,UPCOM,Vietnam Books,Media L2,40.94815147," 67,894,960 "," 67,909,960 "," 16,973,740 ",25.0%, -   ," (33,275,880)"," 33,275,880 ",10.00%,0.00%,90.00%,49.01%,1.93," 12,632.04 ", 695.62 , 20.13 , 1.11 ,5.60%,5.48%,-0.672827765,-0.574233433,,0,0," 14,000 ", -   ,0.00%,0.00%,-3.45%,-17.65%,-20.00%, -   , -   , -   , -   , -   , -   ," 2,133,500 ",0.00%, 160 , -   , -   , -   , -   , -   , -   
VNH,UPCOM,Viet Viet Nhat Investment,Food & Beverage L2,0.46417888," 8,023,071 "," 8,023,071 "," 5,214,996 ",65.0%, -   ," (3,886,195)"," 3,886,195 ",0.00%,0.56%,99.44%,48.44%,-0.64, 481.35 ," 1,166.29 ", 1.25 , 3.03 ,0.00%,0.00%,0,0,,1.076982725,0.344634472," 1,343 ", (200),-12.50%,-6.67%,75.00%,180.00%,100.00%," 33,310 ", -   ," 1,927 ", -   ," 33,310 "," 1,927 "," 88,968,000 ",0.00%," 136,367 ", -   , -   , -   , -   , -   , -   
VNI,UPCOM,Vietnam Land Investment,Real Estate L2,4.194132357," 10,357,276 "," 10,559,996 "," 4,142,910 ",40.0%, -   ," (5,169,782)"," 5,169,782 ",0.00%,0.04%,99.96%,49.91%,-0.84," 4,666.44 ", (311.40), (35.32), 2.36 ,0.00%,0.00%,0,0,,0,0," 9,400 "," (1,600)",-14.55%,-14.55%,-18.26%,-4.08%,-3.09%," 1,040 ", -   , 421 , -   ," 1,040 ", 421 ," 110,000 ",0.00%, 10 , -   , -   , -   , -   , -   , -   
VNP,UPCOM,Vietnam Plastic,Chemicals L2,3.492734845," 19,428,913 "," 19,428,913 "," 4,857,228 ",25.0%, -   ," (9,357,967)"," 9,357,967 ",65.85%,0.83%,33.31%,48.17%,1.27," 8,357.78 ", 212.84 , 19.37 , 0.49 ,2.47%,1.05%,-0.349563318,-0.103313867,,0,0," 4,173 ", 300 ,7.50%,0.00%,0.00%,-10.42%,-6.52%," 21,300 ", -   ," 3,829 ", -   ," 21,300 "," 3,829 "," 26,142,500 ",0.00%," 7,460 ", -   , -   , -   , -   , -   , -   
VNX,UPCOM,VINEXAD,Media L2,3.535584199," 1,224,948 "," 1,224,948 "," 612,474 ",50.0%, -   ," (597,824)"," 597,824 ",3.42%,0.15%,96.43%,48.80%,1.00," 33,524.97 "," 13,028.76 ", 4.94 , 1.92 ,0.00%,0.00%,0,0,,3.877137811,0.172317236," 67,000 "," 10,700 ",19.01%,-5.63%,-4.29%,11.67%,34.00%, 600 , -   ," 1,732 ", -   , 600 ," 1,732 "," 38,956,000 ",0.00%, 555 , 600 , -   , 600 ," 1,732 ", -   ," 1,732 "
VNY,UPCOM,Vietnam Vererinary Products,Chemicals L2,1.705937949," 8,249,987 "," 8,250,000 "," 7,424,988 ",90.0%, -   ," (4,042,500)"," 4,042,500 ",0.00%,0.00%,100.00%,49.00%,1.11, -   ," (2,013.69)", (2.38), -   ,0.00%,0.00%,0,0,,0,0," 4,800 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VOC,UPCOM,Vocarimex,Food & Beverage L2,79.28307414," 121,800,000 "," 121,800,000 "," 18,270,000 ",15.0%, -   ," (59,585,000)"," 59,585,000 ",36.30%,0.08%,63.62%,48.92%,1.10," 17,756.76 "," 2,017.11 ", 7.75 , 0.88 ,11.36%,9.07%,-0.989789421,-0.098456908,,0,0," 15,110 ", 500 ,3.31%,6.85%,26.83%,47.17%,2.63%," 120,100 ", -   ," 78,178 ", -   ," 120,100 "," 78,178 "," 2,404,158,098 ",0.00%," 166,544 ", -   , -   , -   , -   , -   , -   
VPA,UPCOM,VP Petrochemical Transport,Industrial Goods & Services L2,1.493783962," 15,076,177 "," 15,076,177 "," 2,261,427 ",15.0%, -   ," (7,387,326)"," 7,387,326 ",88.88%,0.00%,11.12%,49.00%,0.00," 4,395.49 "," (1,658.00)", (1.39), 0.52 ,-33.65%,-6.12%,-0.218230248,0.899279446,,0,0," 2,300 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VPC,UPCOM,V- Power,Construction & Materials L2,0.13279197," 5,625,000 "," 5,625,000 "," 5,625,000 ",100.0%, -   ," (2,736,250)"," 2,736,250 ",8.89%,0.36%,90.76%,48.64%,-0.67, -   , (767.53), (0.78), -   ,0.00%,0.00%,0,0,,1.384078749,0.30218782, 548 , (100),-16.67%,-16.67%,-16.67%,-37.50%,-61.54%," 55,900 ", -   ," 1,321 ", -   ," 55,900 "," 1,321 "," 317,500 ",0.00%, 600 , -   , -   , -   , -   , -   , -   
VPK,UPCOM,Vegetable Oil Packing,Industrial Goods & Services L2,2.661333047," 14,998,185 "," 14,998,817 "," 13,498,366 ",90.0%, -   ," (6,909,758)"," 6,909,758 ",0.00%,2.93%,97.07%,46.07%,0.00," 4,983.37 ", (354.24), (11.57), 0.82 ,0.00%,0.00%,0,0,,0,0," 4,119 ", (100),-2.33%,-2.33%,23.53%,n.a,n.a," 39,616 ", -   ," 7,029 ", -   ," 39,616 "," 7,029 "," 90,750,500 ",0.00%," 34,070 ", -   , -   , -   , -   , -   , -   
